# Snake River, Lower Monumental Dam: Forebay Elevation (ft)
01-01-1994 00:30:00         539.280 /
01-01-1994 01:30:00         539.130 /
01-01-1994 02:30:00         539.290 /
01-01-1994 03:30:00         539.160 /
01-01-1994 04:30:00         539.240 /
01-01-1994 05:30:00         539.000 /
01-01-1994 06:30:00         539.400 /
01-01-1994 07:30:00         539.340 /
01-01-1994 08:30:00         539.580 /
01-01-1994 09:30:00         539.430 /
01-01-1994 10:30:00         539.580 /
01-01-1994 11:30:00         539.370 /
01-01-1994 12:30:00         539.370 /
01-01-1994 13:30:00         539.370 /
01-01-1994 14:30:00         539.280 /
01-01-1994 15:30:00         539.380 /
01-01-1994 16:30:00         539.230 /
01-01-1994 17:30:00         539.320 /
01-01-1994 18:30:00         539.200 /
01-01-1994 19:30:00         539.300 /
01-01-1994 20:30:00         539.250 /
01-01-1994 21:30:00         539.320 /
01-01-1994 22:30:00         539.200 /
01-01-1994 23:30:00         539.300 /
01-02-1994 00:30:00         538.980 /
01-02-1994 01:30:00         539.190 /
01-02-1994 02:30:00         539.010 /
01-02-1994 03:30:00         539.170 /
01-02-1994 04:30:00         539.100 /
01-02-1994 05:30:00         539.130 /
01-02-1994 06:30:00         538.970 /
01-02-1994 07:30:00         539.130 /
01-02-1994 08:30:00         539.250 /
01-02-1994 09:30:00         539.220 /
01-02-1994 10:30:00         539.320 /
01-02-1994 11:30:00         539.250 /
01-02-1994 12:30:00         539.460 /
01-02-1994 13:30:00         539.260 /
01-02-1994 14:30:00         539.470 /
01-02-1994 15:30:00         539.350 /
01-02-1994 16:30:00         539.400 /
01-02-1994 17:30:00         539.280 /
01-02-1994 18:30:00         539.240 /
01-02-1994 19:30:00         539.220 /
01-02-1994 20:30:00         539.220 /
01-02-1994 21:30:00         539.370 /
01-02-1994 22:30:00         539.320 /
01-02-1994 23:30:00         539.510 /
01-03-1994 00:30:00         539.080 /
01-03-1994 01:30:00         539.480 /
01-03-1994 02:30:00         539.160 /
01-03-1994 03:30:00         539.440 /
01-03-1994 04:30:00         539.260 /
01-03-1994 05:30:00         539.230 /
01-03-1994 06:30:00         539.330 /
01-03-1994 07:30:00         539.400 /
01-03-1994 08:30:00         539.490 /
01-03-1994 09:30:00         539.430 /
01-03-1994 10:30:00         539.620 /
01-03-1994 11:30:00         539.500 /
01-03-1994 12:30:00         539.600 /
01-03-1994 13:30:00         539.600 /
01-03-1994 14:30:00         539.630 /
01-03-1994 15:30:00         539.640 /
01-03-1994 16:30:00         539.620 /
01-03-1994 17:30:00         539.640 /
01-03-1994 18:30:00         539.510 /
01-03-1994 19:30:00         539.340 /
01-03-1994 20:30:00         539.370 /
01-03-1994 21:30:00         539.180 /
01-03-1994 22:30:00         539.250 /
01-03-1994 23:30:00         539.100 /
01-04-1994 00:30:00         539.080 /
01-04-1994 01:30:00         539.010 /
01-04-1994 02:30:00         539.050 /
01-04-1994 03:30:00         539.130 /
01-04-1994 04:30:00         539.040 /
01-04-1994 05:30:00         539.020 /
01-04-1994 06:30:00         539.080 /
01-04-1994 07:30:00         539.310 /
01-04-1994 08:30:00         539.170 /
01-04-1994 09:30:00         539.280 /
01-04-1994 10:30:00         539.220 /
01-04-1994 11:30:00         539.380 /
01-04-1994 12:30:00         539.100 /
01-04-1994 13:30:00         539.270 /
01-04-1994 14:30:00         539.180 /
01-04-1994 15:30:00         539.240 /
01-04-1994 16:30:00         539.120 /
01-04-1994 17:30:00         539.160 /
01-04-1994 18:30:00         539.150 /
01-04-1994 19:30:00         539.130 /
01-04-1994 20:30:00         539.140 /
01-04-1994 21:30:00         539.130 /
01-04-1994 22:30:00         539.250 /
01-04-1994 23:30:00         539.240 /
01-05-1994 00:30:00         539.110 /
01-05-1994 01:30:00         539.220 /
01-05-1994 02:30:00         539.070 /
01-05-1994 03:30:00         539.280 /
01-05-1994 04:30:00         539.050 /
01-05-1994 05:30:00         539.050 /
01-05-1994 06:30:00         539.080 /
01-05-1994 07:30:00         539.330 /
01-05-1994 08:30:00         539.190 /
01-05-1994 09:30:00         539.340 /
01-05-1994 10:30:00         539.230 /
01-05-1994 11:30:00         539.210 /
01-05-1994 12:30:00         539.130 /
01-05-1994 13:30:00         539.180 /
01-05-1994 14:30:00         539.220 /
01-05-1994 15:30:00         539.170 /
01-05-1994 16:30:00         539.110 /
01-05-1994 17:30:00         539.010 /
01-05-1994 18:30:00         539.000 /
01-05-1994 19:30:00         538.960 /
01-05-1994 20:30:00         539.000 /
01-05-1994 21:30:00         538.970 /
01-05-1994 22:30:00         539.050 /
01-05-1994 23:30:00         539.320 /
01-06-1994 00:30:00         538.780 /
01-06-1994 01:30:00         539.250 /
01-06-1994 02:30:00         538.800 /
01-06-1994 03:30:00         539.270 /
01-06-1994 04:30:00         538.780 /
01-06-1994 05:30:00         539.090 /
01-06-1994 06:30:00         538.890 /
01-06-1994 07:30:00         539.060 /
01-06-1994 08:30:00         539.250 /
01-06-1994 09:30:00         539.010 /
01-06-1994 10:30:00         539.270 /
01-06-1994 11:30:00         539.030 /
01-06-1994 12:30:00         539.210 /
01-06-1994 13:30:00         539.100 /
01-06-1994 14:30:00         539.190 /
01-06-1994 15:30:00         539.150 /
01-06-1994 16:30:00         539.260 /
01-06-1994 17:30:00         539.210 /
01-06-1994 18:30:00         539.120 /
01-06-1994 19:30:00         539.140 /
01-06-1994 20:30:00         539.000 /
01-06-1994 21:30:00         539.160 /
01-06-1994 22:30:00         539.280 /
01-06-1994 23:30:00         539.230 /
01-07-1994 00:30:00         539.030 /
01-07-1994 01:30:00         539.210 /
01-07-1994 02:30:00         538.940 /
01-07-1994 03:30:00         539.280 /
01-07-1994 04:30:00         538.920 /
01-07-1994 05:30:00         538.990 /
01-07-1994 06:30:00         539.120 /
01-07-1994 07:30:00         539.140 /
01-07-1994 08:30:00         539.190 /
01-07-1994 09:30:00         539.170 /
01-07-1994 10:30:00         539.240 /
01-07-1994 11:30:00         539.130 /
01-07-1994 12:30:00         539.230 /
01-07-1994 13:30:00         539.230 /
01-07-1994 14:30:00         539.150 /
01-07-1994 15:30:00         539.280 /
01-07-1994 16:30:00         539.210 /
01-07-1994 17:30:00         539.240 /
01-07-1994 18:30:00         539.220 /
01-07-1994 19:30:00         539.240 /
01-07-1994 20:30:00         539.170 /
01-07-1994 21:30:00         539.130 /
01-07-1994 22:30:00         538.570 /
01-07-1994 23:30:00         538.800 /
01-08-1994 00:30:00         538.410 /
01-08-1994 01:30:00         539.000 /
01-08-1994 02:30:00         538.530 /
01-08-1994 03:30:00         538.850 /
01-08-1994 04:30:00         538.680 /
01-08-1994 05:30:00         538.970 /
